csid,diary_type,diary_keeper,age_years_part,age_class_part,sex,age_class_cont,part_educ_stat,part_job,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year,day,loc_stat,season
314,Text,Shadow,56.9,5,Female,Older,0,Agriculture/Fishing,1,1,Offspring,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No,2011,1,1,1
319,Picture,Participant,32.9,5,Female,Primary,05-Aug,Other,0,0,Offspring,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No,2011,0,1,1
319,Picture,Participant,32.9,5,Female,Adult,05-Aug,Other,0,0,Offspring,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
319,Picture,Participant,32.9,5,Female,Primary,05-Aug,Other,0,0,Offspring,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No,2011,0,1,1
319,Picture,Participant,32.9,5,Female,Adult,05-Aug,Other,0,0,Offspring,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Adult,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Adult,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Older,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Regularly,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Sibling,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Adult,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Older,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Adult,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Older,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Regularly,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Primary,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Rarely,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Infant,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
320,Picture,Shadow,7,3,Female,Secondary,01-Apr,Student,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,0,1,1
321,Picture,Participant,62.9,6,Female,Secondary,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Secondary,05-Aug,Retired,0,0,Other,Yes,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Secondary,05-Aug,Retired,0,0,Other,No,No,No,Yes,Regularly,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,Yes,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Older,05-Aug,Retired,0,0,Spouse,No,Yes,Yes,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Regularly,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Missing,Missing,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,Yes,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Primary,05-Aug,Retired,0,0,Other,No,No,No,Missing,Missing,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Missing,Missing,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Missing,Missing,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Regularly,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Secondary,05-Aug,Retired,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Primary,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Yes,Regularly,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Older,05-Aug,Retired,0,0,Other,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other,No,No,No,Missing,Missing,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Primary,05-Aug,Retired,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Adult,05-Aug,Retired,0,0,Other relative,Yes,No,No,Yes,Regularly,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Older,05-Aug,Retired,0,0,Other,Yes,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
321,Picture,Participant,62.9,6,Female,Primary,05-Aug,Retired,0,0,Offspring,No,No,No,Yes,Daily,No,None,Yes,I was very busy on that day of filling,No,None,"The study is important, I leant some ways of preventing diseases like having handkerchief.",2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Adult,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Adult,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Pre-School,0,Pre-School,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Adult,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Secondary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
324,Picture,Shadow,0.6,1,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Secondary,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Secondary,0,Pre-School,1,1,Parent,No,Yes,Yes,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Secondary,0,Pre-School,1,1,Parent,No,Yes,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,No,Yes,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Primary,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Missing,Missing,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Secondary,0,Pre-School,1,1,Sibling,No,Yes,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
325,Picture,Shadow,5.3,2,Female,Infant,0,Pre-School,1,1,Sibling,Yes,Yes,No,Yes,Daily,No,None,Yes,None,Yes,I did not do some of my daily chores because I had to monitor the child,The study is very important because I have learnt something from it,2011,1,1,1
326,Picture,Shadow,0.2,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Older,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Adult,0,Pre-School,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Adult,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Older,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Primary,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Adult,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Adult,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Pre-School,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Pre-School,0,Pre-School,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Pre-School,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Older,0,Pre-School,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
326,Picture,Shadow,0.2,1,Male,Pre-School,0,Pre-School,1,1,Parent,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2012,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,No,Yes,Yes,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Pre-School,05-Aug,Other,0,0,Sibling,Yes,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,No,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Pre-School,05-Aug,Other,0,0,Sibling,No,No,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,No,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,Yes,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Secondary,05-Aug,Other,0,0,Parent,No,No,No,Missing,Missing,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Pre-School,05-Aug,Other,0,0,Sibling,No,Yes,Yes,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,No,Yes,No,Missing,Missing,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Secondary,05-Aug,Other,0,0,Sibling,No,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Parent,No,No,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Adult,05-Aug,Other,0,0,Sibling,No,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,Yes,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Adult,05-Aug,Other,0,0,Sibling,Yes,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,Yes,Yes,No,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
329,Picture,Participant,20.1,5,Female,Primary,05-Aug,Other,0,0,Sibling,No,Yes,Yes,Yes,Rarely,No,none,No,I forgot,No,none,999,2011,1,1,0
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Pre-School,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Older,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Older,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Older,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Pre-School,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Older,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Adult,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Adult,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Adult,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Pre-School,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Infant,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Older,0,Pre-School,1,1,Parent,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Adult,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Secondary,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
331,Picture,Shadow,4.7,2,Male,Primary,0,Pre-School,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,0,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Other relative,No,No,No,No,Often,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Other relative,No,No,No,No,Missing,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Infant,01-Apr,Agriculture/Fishing,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Other relative,No,No,No,Yes,Often,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Other relative,No,No,No,No,Missing,No,none,Yes,none,No,none,no,2011,1,1,1
332,Picture,Participant,53.9,5,Male,Older,01-Apr,Agriculture/Fishing,0,0,Offspring,No,No,No,Yes,Often,No,none,Yes,none,No,none,no,2011,1,1,1
